              mu	           sigma	          energy	      acceptance	
         1.18582	         1.23543	         366.234	        0.642857	
         1.09401	         1.27409	         293.126	        0.666667	
          1.0229	         1.29348	         242.772	          0.6875	
          1.0229	         1.29348	         242.772	        0.647059	
          1.0229	         1.29348	         242.772	        0.611111	
          1.0229	         1.29348	         242.772	        0.578947	
         1.01023	         1.21007	         197.076	             0.6	
        0.944537	         1.13972	         109.062	        0.619048	
        0.944537	         1.13972	         109.062	        0.590909	
        0.887922	         1.18647	         104.954	        0.608696	
        0.864608	         1.17153	         92.7708	           0.625	
        0.864608	         1.17153	         92.7708	             0.6	
        0.861672	         1.17852	          91.113	        0.615385	
        0.861672	         1.17852	          91.113	        0.592593	
        0.815128	         1.16309	         67.8776	        0.607143	
        0.815128	         1.16309	         67.8776	        0.586207	
        0.815128	         1.16309	         67.8776	        0.566667	
        0.815128	         1.16309	         67.8776	        0.548387	
        0.815128	         1.16309	         67.8776	         0.53125	
        0.743224	         1.12514	         37.7067	        0.545455	
        0.740812	         1.11114	         29.4458	        0.558824	
        0.676406	         1.11338	          25.929	        0.571429	
        0.676406	         1.11338	          25.929	        0.555556	
        0.676406	         1.11338	          25.929	        0.540541	
        0.732262	         1.01519	         5.01955	        0.552632	
        0.732262	         1.01519	         5.01955	        0.538462	
        0.791403	        0.972928	        0.846907	            0.55	
        0.791403	        0.972928	        0.846907	        0.536585	
        0.791403	        0.972928	        0.846907	         0.52381	
        0.791403	        0.972928	        0.846907	        0.511628	
         0.87396	        0.899203	        0.502956	        0.522727	
         0.87396	        0.899203	        0.502956	        0.511111	
        0.814516	        0.851343	         -21.069	        0.521739	
        0.814516	        0.851343	         -21.069	        0.510638	
        0.814516	        0.851343	         -21.069	             0.5	
        0.814516	        0.851343	         -21.069	        0.489796	
        0.814516	        0.851343	         -21.069	            0.48	
        0.814516	        0.851343	         -2106.9	               0	
        0.814516	        0.851343	         -2106.9	               0	
        0.741995	        0.791467	        -3162.04	        0.333333	
        0.741995	        0.791467	        -3162.04	            0.25	
        0.665608	        0.802847	        -3191.31	             0.4	
        0.665608	        0.802847	        -3191.31	        0.333333	
        0.585062	         0.73021	        -3264.04	        0.428571	
        0.585062	         0.73021	        -3264.04	           0.375	
        0.585062	         0.73021	        -3264.04	        0.333333	
        0.585062	         0.73021	        -3264.04	             0.3	
        0.585062	         0.73021	        -3264.04	        0.272727	
        0.585062	         0.73021	        -3264.04	            0.25	
        0.585062	         0.73021	        -3264.04	        0.230769	
        0.585062	         0.73021	        -3264.04	        0.214286	
        0.585062	         0.73021	        -3264.04	             0.2	
        0.585062	         0.73021	        -3264.04	          0.1875	
        0.585062	         0.73021	        -3264.04	        0.176471	
        0.585062	         0.73021	        -3264.04	        0.166667	
        0.656617	         0.68467	        -3688.93	        0.210526	
        0.693075	        0.665935	        -3960.15	            0.25	
        0.693075	        0.665935	        -3960.15	        0.238095	
        0.695763	        0.603554	         -4023.8	        0.272727	
        0.716621	        0.658581	        -4181.29	        0.304348	
        0.716621	        0.658581	        -4181.29	        0.291667	
        0.797585	        0.667967	        -4301.94	            0.32	
        0.764346	        0.627423	        -4416.67	        0.346154	
        0.764346	        0.627423	        -4416.67	        0.333333	
        0.764346	        0.627423	        -4416.67	        0.321429	
        0.764346	        0.627423	        -4416.67	        0.310345	
        0.764346	        0.627423	        -4416.67	             0.3	
        0.764346	        0.627423	        -4416.67	        0.290323	
        0.764346	        0.627423	        -4416.67	         0.28125	
        0.764346	        0.627423	        -4416.67	        0.272727	
        0.764346	        0.627423	        -4416.67	        0.264706	
        0.764346	        0.627423	        -4416.67	        0.257143	
        0.764346	        0.627423	        -4416.67	            0.25	
        0.764346	        0.627423	        -4416.67	        0.243243	
        0.764346	        0.627423	        -4416.67	        0.236842	
        0.764346	        0.627423	        -4416.67	        0.230769	
        0.764346	        0.627423	        -4416.67	           0.225	
        0.764346	        0.627423	        -4416.67	        0.219512	
        0.764346	        0.627423	        -4416.67	        0.214286	
        0.764346	        0.627423	        -4416.67	        0.209302	
        0.764346	        0.627423	        -4416.67	        0.204545	
        0.764346	        0.627423	        -4416.67	             0.2	
        0.764346	        0.627423	        -4416.67	        0.195652	
        0.816096	        0.595334	        -4440.44	        0.212766	
        0.816096	        0.595334	        -4440.44	        0.208333	
        0.816096	        0.595334	        -4440.44	        0.204082	
        0.816096	        0.595334	        -4440.44	             0.2	
        0.816096	        0.595334	         -444044	               0	
        0.816096	        0.595334	         -444044	               0	
        0.816096	        0.595334	         -444044	               0	
        0.816096	        0.595334	         -444044	               0	
        0.816096	        0.595334	         -444044	               0	
        0.816096	        0.595334	         -444044	               0	
        0.816096	        0.595334	         -444044	               0	
        0.816096	        0.595334	         -444044	               0	
        0.816096	        0.595334	         -444044	               0	
        0.816096	        0.595334	         -444044	               0	
        0.816096	        0.595334	         -444044	               0	
        0.816096	        0.595334	         -444044	               0	
        0.816096	        0.595334	         -444044	               0	
        0.816096	        0.595334	         -444044	               0	
        0.816096	        0.595334	         -444044	               0	
        0.816096	        0.595334	         -444044	               0	
        0.816096	        0.595334	         -444044	               0	
        0.816096	        0.595334	         -444044	               0	
        0.816096	        0.595334	         -444044	               0	
        0.816096	        0.595334	         -444044	               0	
        0.816096	        0.595334	         -444044	               0	
        0.816096	        0.595334	         -444044	               0	
        0.816096	        0.595334	         -444044	               0	
        0.816096	        0.595334	         -444044	               0	
        0.816096	        0.595334	         -444044	               0	
        0.816096	        0.595334	         -444044	               0	
        0.816096	        0.595334	         -444044	               0	
        0.816096	        0.595334	         -444044	               0	
        0.816096	        0.595334	         -444044	               0	
        0.816096	        0.595334	         -444044	               0	
        0.816096	        0.595334	         -444044	               0	
        0.816096	        0.595334	         -444044	               0	
        0.816096	        0.595334	         -444044	               0	
        0.816096	        0.595334	         -444044	               0	
        0.816096	        0.595334	         -444044	               0	
        0.816096	        0.595334	         -444044	               0	
        0.816096	        0.595334	         -444044	               0	
        0.816096	        0.595334	         -444044	               0	
        0.816096	        0.595334	         -444044	               0	
        0.816096	        0.595334	         -444044	               0	
        0.816096	        0.595334	         -444044	               0	
        0.816096	        0.595334	         -444044	               0	
        0.816096	        0.595334	         -444044	               0	
        0.816096	        0.595334	         -444044	               0	
        0.816096	        0.595334	         -444044	               0	
        0.816096	        0.595334	         -444044	               0	
        0.816096	        0.595334	         -444044	               0	
        0.816096	        0.595334	         -444044	               0	
        0.816096	        0.595334	         -444044	               0	
        0.816096	        0.595334	         -444044	               0	
